message_id,match_id,champion_name,time,sent_to,message,association_to_offender,kills,deaths,assists,outcome,label,kda
55,5011.txt,Riven,00:02:59,Team1,nan stp souris pas,offender,13,1,5,Win,0,18.0
56,5011.txt,Riven,00:03:04,Team1,avec tes dents de bougnoule ahah,offender,13,1,5,Win,0,18.0
57,5011.txt,Akali,00:03:14,Team2,asi 4 mesice:D jednou za cas,enemy,4,9,2,Loss,0,0.67
58,5011.txt,Ashe,00:03:21,Team1,ouais avec mes dent de bougnoul,ally,5,4,8,Win,0,3.25
59,5011.txt,Ashe,00:03:40,Team1,et si jamais je suis pas arabes espece de merde hahahaha,ally,5,4,8,Win,0,3.25
60,5011.txt,Master Yi,00:03:40,Team2,já dřív hrál pravidelně ted tak párkrát do měsíce no :D už rok ale né na tomhle účtě :D,enemy,4,6,2,Loss,0,1.0
61,5011.txt,Ashe,00:03:49,Team1,appel moi papa,ally,5,4,8,Win,0,3.25
62,5011.txt,Ashe,00:03:51,Team1,ahahha :),ally,5,4,8,Win,0,3.25
63,5011.txt,Riven,00:03:56,Team1,ahahaha,offender,13,1,5,Win,0,18.0
64,5011.txt,Riven,00:04:01,Team1,pauvre type,offender,13,1,5,Win,0,18.0
65,5011.txt,Ashe,00:04:12,Team1,hahahaha ouais comme toi !!,ally,5,4,8,Win,0,3.25
66,5011.txt,Lux,00:04:13,Team2,omg je lui fait rien a garen,enemy,3,7,0,Loss,0,0.43
67,5011.txt,Kayle,00:04:23,Team1,Ashe Last hit.,ally,1,1,3,Win,0,4.0
68,5011.txt,Riven,00:04:24,Team1,au pire tsais quoi,offender,13,1,5,Win,0,18.0
69,5011.txt,Riven,00:04:29,Team1,tu fs du chaud,offender,13,1,5,Win,0,18.0
70,5011.txt,Ashe,00:04:29,Team1,au pire oui tg,ally,5,4,8,Win,0,3.25
71,5011.txt,Riven,00:04:33,Team1,tu mdit ou thabite,offender,13,1,5,Win,0,18.0
72,5011.txt,Teemo,00:04:33,Team2,vien bot si tu veux,enemy,0,6,2,Loss,0,0.33
73,5011.txt,Riven,00:04:35,Team1,et voila,offender,13,1,5,Win,0,18.0
74,5011.txt,Akali,00:04:35,Team2,ja to moc nestiham,enemy,4,9,2,Loss,0,0.67
75,5011.txt,Lux,00:04:43,Team2,nan c bon,enemy,3,7,0,Loss,0,0.43
76,5011.txt,Master Yi,00:04:48,Team2,njn :D,enemy,4,6,2,Loss,0,1.0
77,5011.txt,Teemo,00:04:58,Team2,yi tg!!!,enemy,0,6,2,Loss,0,0.33
78,5011.txt,Ashe,00:05:00,Team1,vient belgique .. jambes .. rue de comogne et je t'attend fdp,ally,5,4,8,Win,0,3.25
79,5011.txt,Ashe,00:05:06,Team1,13,ally,5,4,8,Win,0,3.25
80,5011.txt,Ashe,00:05:07,Team1,vient,ally,5,4,8,Win,0,3.25
81,5011.txt,Ashe,00:05:09,Team1,fdp :),ally,5,4,8,Win,0,3.25
82,5011.txt,Riven,00:05:10,Team1,fdp jhabite belgique aussi,offender,13,1,5,Win,0,18.0
83,5011.txt,Ashe,00:05:12,Team1,et prend ta mere avec,ally,5,4,8,Win,0,3.25
84,5011.txt,Riven,00:05:15,Team1,vient bxl,offender,13,1,5,Win,0,18.0
85,5011.txt,Akali,00:05:16,Team2,kurva ?D,enemy,4,9,2,Loss,0,0.67
86,5011.txt,Master Yi,00:05:18,Team2,what teemo ? :D,enemy,4,6,2,Loss,0,1.0
87,5011.txt,Gragas,00:05:18,All,mohaha,ally,8,4,6,Win,0,3.5
88,5011.txt,Lux,00:05:19,Team2,omg,enemy,3,7,0,Loss,0,0.43
89,5011.txt,Teemo,00:05:26,Team2,tg all,enemy,0,6,2,Loss,0,0.33
90,5011.txt,Akali,00:05:28,Team2,hru jak cok :D,enemy,4,9,2,Loss,0,0.67
91,5011.txt,Ashe,00:05:29,Team1,"non tu a dit "" je vient "" vient fdp",ally,5,4,8,Win,0,3.25
92,5011.txt,Lux,00:05:37,Team2,yi go top pls,enemy,3,7,0,Loss,0,0.43
93,5011.txt,Ashe,00:05:38,Team1,peureux vient fdp,ally,5,4,8,Win,0,3.25
94,5011.txt,Teemo,00:05:48,Team2,yi top,enemy,0,6,2,Loss,0,0.33
95,5011.txt,Lux,00:05:50,Team2,pls,enemy,3,7,0,Loss,0,0.43
96,5011.txt,Master Yi,00:05:56,Team2,why ? :D,enemy,4,6,2,Loss,0,1.0
97,5011.txt,Akali,00:06:08,Team2,ss,enemy,4,9,2,Loss,0,0.67
98,5011.txt,Teemo,00:06:10,Team2,because lux go bot,enemy,0,6,2,Loss,0,0.33
99,5011.txt,Lux,00:06:10,Team2,because i can't top and you is top,enemy,3,7,0,Loss,0,0.43
100,5011.txt,Riven,00:06:11,Team1,taurai jamais du me dre ton adresse mec,offender,13,1,5,Win,0,18.0
101,5011.txt,Ashe,00:06:20,Team1,mais vient fdp je te baize hahahahaha,ally,5,4,8,Win,0,3.25
102,5011.txt,Ashe,00:06:26,Team1,toi tu sais pas  aqui tui as a faire,ally,5,4,8,Win,0,3.25
103,5011.txt,Master Yi,00:06:43,Team2,stane se no,enemy,4,6,2,Loss,0,1.0
104,5011.txt,Lux,00:06:52,Team2,fdp,enemy,3,7,0,Loss,0,0.43
105,5011.txt,Teemo,00:07:09,Team2,yi fdp,enemy,0,6,2,Loss,0,0.33
106,5011.txt,Gragas,00:07:19,Team1,go pls,ally,8,4,6,Win,0,3.5
107,5011.txt,Gragas,00:07:22,Team1,ty,ally,8,4,6,Win,0,3.5
108,5011.txt,Riven,00:07:26,Team1,just ganking,offender,13,1,5,Win,0,18.0
109,5011.txt,Ashe,00:07:26,Team1,alors fdp tu vient !!? je t'attend,ally,5,4,8,Win,0,3.25
110,5011.txt,Riven,00:07:30,Team1,att att,offender,13,1,5,Win,0,18.0
111,5011.txt,Ashe,00:07:40,Team1,attend quoiu ? le vent !!? vient,ally,5,4,8,Win,0,3.25
112,5011.txt,Akali,00:07:49,Team2,do pice ja  se poeru,enemy,4,9,2,Loss,0,0.67
113,5011.txt,Ashe,00:07:50,Team1,fdp,ally,5,4,8,Win,0,3.25
114,5011.txt,Master Yi,00:07:53,Team2,teemo why no teamwork ?,enemy,4,6,2,Loss,0,1.0
115,5011.txt,Lux,00:07:54,Team2,stop feed akali !!,enemy,3,7,0,Loss,0,0.43
116,5011.txt,Riven,00:08:00,Team1,tkt pas le jour viendra,offender,13,1,5,Win,0,18.0
117,5011.txt,Riven,00:08:01,Team1,:),offender,13,1,5,Win,0,18.0
118,5011.txt,Akali,00:08:03,Team2,stfu lux,enemy,4,9,2,Loss,1,0.67
119,5011.txt,Lux,00:08:17,Team2,yi go top !!,enemy,3,7,0,Loss,0,0.43
120,5011.txt,Ashe,00:08:18,Team1,YA PAS DE jours viendra !!! VIENT fdp !!! ta maman si tu vient pas ajd,ally,5,4,8,Win,0,3.25
121,5011.txt,Master Yi,00:08:20,Team2,no !,enemy,4,6,2,Loss,0,1.0
122,5011.txt,Ashe,00:08:23,Team1,je la baize,ally,5,4,8,Win,0,3.25
123,5011.txt,Lux,00:08:36,Team2,ta mere la pute,enemy,3,7,0,Loss,0,0.43
124,5011.txt,Teemo,00:08:40,Team2,si yi a un probleme je le laisse creuver,enemy,0,6,2,Loss,0,0.33
125,5011.txt,Ashe,00:08:44,Team1,ouais nie bien fdp,ally,5,4,8,Win,0,3.25
126,5011.txt,Lux,00:08:57,Team2,evité de feed quand meme,enemy,3,7,0,Loss,0,0.43
127,5011.txt,Master Yi,00:09:00,Team2,jdu ti helpnout,enemy,4,6,2,Loss,0,1.0
128,5011.txt,Lux,00:09:21,Team2,fait gaffe sivir,enemy,3,7,0,Loss,0,0.43
129,5011.txt,Sivir,00:10:10,Team2,gg snik,enemy,0,7,4,Loss,0,0.57
130,5011.txt,Lux,00:10:19,Team2,toi aussi,enemy,3,7,0,Loss,0,0.43
131,5011.txt,Lux,00:10:28,Team2,j'ai un peut ks je crois :/ dsl,enemy,3,7,0,Loss,0,0.43
132,5011.txt,Gragas,00:10:35,Team1,go  help bot,ally,8,4,6,Win,0,3.5
133,5011.txt,Riven,00:10:51,Team1,dont want to help this guy..,offender,13,1,5,Win,0,18.0
134,5011.txt,Kayle,00:10:59,Team1,Who?,ally,1,1,3,Win,0,4.0
135,5011.txt,Gragas,00:11:03,Team1,ok go top,ally,8,4,6,Win,0,3.5
136,5011.txt,Riven,00:11:05,Team1,ashe,offender,13,1,5,Win,0,18.0
137,5011.txt,Riven,00:11:07,Team1,yh,offender,13,1,5,Win,0,18.0
138,5011.txt,Kayle,00:11:13,Team1,She suck,ally,1,1,3,Win,1,4.0
139,5011.txt,Ashe,00:11:17,Team1,QUOI BATARD ??,ally,5,4,8,Win,0,3.25
140,5011.txt,Riven,00:11:19,Team1,kayle bot,offender,13,1,5,Win,0,18.0
141,5011.txt,Riven,00:11:27,Team1,toi suce ma bite,offender,13,1,5,Win,0,18.0
142,5011.txt,Sivir,00:11:28,Team2,.. tkt,enemy,0,7,4,Loss,0,0.57
143,5011.txt,Ashe,00:11:36,Team1,fdp vient fdp tes ou je t'attend,ally,5,4,8,Win,0,3.25
144,5011.txt,Kayle,00:11:58,Team1,Ashe LAST HIT,ally,1,1,3,Win,0,4.0
145,5011.txt,Riven,00:12:04,Team1,ashe cant play,offender,13,1,5,Win,0,18.0
146,5011.txt,Kayle,00:12:09,Team1,omg..,ally,1,1,3,Win,0,4.0
147,5011.txt,Riven,00:12:16,Team1,ashe naaan,offender,13,1,5,Win,0,18.0
148,5011.txt,Riven,00:12:18,Team1,tes nul,offender,13,1,5,Win,0,18.0
149,5011.txt,Ashe,00:12:31,Team1,CHUTTT !!! Vient toi je t'attend !! t'es ou ?,ally,5,4,8,Win,0,3.25
150,5011.txt,Ashe,00:12:35,Team1,fdp de ca tin,ally,5,4,8,Win,0,3.25
151,5011.txt,Ashe,00:12:37,Team1,??,ally,5,4,8,Win,0,3.25
152,5011.txt,Riven,00:12:38,Team1,bxl,offender,13,1,5,Win,0,18.0
153,5011.txt,Riven,00:12:45,Team1,ptit carolo la,offender,13,1,5,Win,0,18.0
154,5011.txt,Ashe,00:12:49,Team1,non moi je viendrais pas pour une puta in,ally,5,4,8,Win,0,3.25
155,5011.txt,Riven,00:12:50,Team1,avec ton degrader de fdp je parie,offender,13,1,5,Win,0,18.0
156,5011.txt,Riven,00:12:53,Team1,sale gueule,offender,13,1,5,Win,0,18.0
157,5011.txt,Ashe,00:12:56,Team1,Vient,ally,5,4,8,Win,0,3.25
158,5011.txt,Riven,00:12:58,Team1,ah tu perd tes couille,offender,13,1,5,Win,0,18.0
159,5011.txt,Gragas,00:13:09,Team1,my farm,ally,8,4,6,Win,0,3.5
160,5011.txt,Garen,00:13:13,Team1,he vous allez les gars  ?,ally,7,1,7,Win,0,14.0
161,5011.txt,Gragas,00:13:13,Team1,pls go,ally,8,4,6,Win,0,3.5
162,5011.txt,Kayle,00:13:14,Team1,SS Yi,ally,1,1,3,Win,0,4.0
163,5011.txt,Gragas,00:13:20,Team1,:),ally,8,4,6,Win,0,3.5
164,5011.txt,Ashe,00:13:27,Team1,"non c'est toi qui l'es as perdu .. "" tu ma dit dit moi tu habites je vient "" je te le dit "" et tu viernt pas",ally,5,4,8,Win,0,3.25
165,5011.txt,Ashe,00:13:31,Team1,la pu te c'est toi,ally,5,4,8,Win,0,3.25
166,5011.txt,Lux,00:13:38,Team2,mange gros lard,enemy,3,7,0,Loss,0,0.43
167,5011.txt,Ashe,00:13:41,Team1,salope,ally,5,4,8,Win,0,3.25
168,5011.txt,Ashe,00:13:46,Team1,sa lo pe !!,ally,5,4,8,Win,0,3.25
169,5011.txt,Akali,00:13:57,Team2,wtf,enemy,4,9,2,Loss,1,0.67
170,5011.txt,Master Yi,00:14:05,Team2,kurva,enemy,4,6,2,Loss,0,1.0
171,5011.txt,Gragas,00:14:05,Team1,gj,ally,8,4,6,Win,0,3.5
172,5011.txt,Master Yi,00:14:08,Team2,tak tohle se nepovedlo :D,enemy,4,6,2,Loss,0,1.0
173,5011.txt,Riven,00:14:10,Team1,sale gueule tes nul,offender,13,1,5,Win,0,18.0
174,5011.txt,Lux,00:14:13,Team2,tg sale noob,enemy,3,7,0,Loss,1,0.43
175,5011.txt,Ashe,00:14:24,Team1,chut !! t'es une pu te toi !! comme ta mere,ally,5,4,8,Win,0,3.25
176,5011.txt,Riven,00:14:29,Team1,tsbbbb ppetit,offender,13,1,5,Win,0,18.0
177,5011.txt,Master Yi,00:14:31,Team2,lux some score ;-),enemy,4,6,2,Loss,0,1.0
178,5011.txt,Akali,00:14:31,Team2,ty vole hur sem snad nehral :D,enemy,4,9,2,Loss,0,0.67
179,5011.txt,Riven,00:14:33,Team1,ta quel age fdp?,offender,13,1,5,Win,0,18.0
180,5011.txt,Ashe,00:14:47,Team1,20 ans et je te bai ze fdp,ally,5,4,8,Win,0,3.25
181,5011.txt,Lux,00:14:47,Team2,ha ha :) tg --',enemy,3,7,0,Loss,0,0.43
182,5011.txt,Master Yi,00:14:48,Team2,každej má občas takovej den :D mě to naštěstí dnes jde :D,enemy,4,6,2,Loss,0,1.0
183,5011.txt,Riven,00:14:50,Team1,ahahhahahaha,offender,13,1,5,Win,0,18.0
184,5011.txt,Riven,00:14:56,Team1,en plus i l ment,offender,13,1,5,Win,0,18.0
185,5011.txt,Master Yi,00:14:58,Team2,aspon trochu :D,enemy,4,6,2,Loss,0,1.0
186,5011.txt,Ashe,00:15:09,Team1,pas besoin de mentir vient et tu verra,ally,5,4,8,Win,0,3.25
187,5011.txt,Ashe,00:15:10,Team1,fdp,ally,5,4,8,Win,0,3.25
188,5011.txt,Riven,00:15:15,Team1,20 ans tjs sur les jeux vieos ahahha,offender,13,1,5,Win,0,18.0
189,5011.txt,Riven,00:15:21,Team1,c bien ce que je disais,offender,13,1,5,Win,0,18.0
190,5011.txt,Riven,00:15:24,Team1,pov type,offender,13,1,5,Win,0,18.0
191,5011.txt,Ashe,00:15:25,Team1,ouais,ally,5,4,8,Win,0,3.25
192,5011.txt,Master Yi,00:15:29,Team2,teemo AP no AS,enemy,4,6,2,Loss,0,1.0
193,5011.txt,Lux,00:15:29,Team2,oh le fail,enemy,3,7,0,Loss,0,0.43
194,5011.txt,Lux,00:15:44,Team2,heu ouai mattias ?,enemy,3,7,0,Loss,0,0.43
195,5011.txt,Akali,00:16:18,Team2,ty kravo,enemy,4,9,2,Loss,0,0.67
196,5011.txt,Akali,00:16:23,Team2,dneska mi to sedne ale :D,enemy,4,9,2,Loss,0,0.67
197,5011.txt,Akali,00:16:39,Team2,jese z je to jen normal,enemy,4,9,2,Loss,0,0.67
198,5011.txt,Teemo,00:16:58,Team2,ta deja vu un teemo ad,enemy,0,6,2,Loss,0,0.33
199,5011.txt,Teemo,00:17:20,Team2,?,enemy,0,6,2,Loss,0,0.33
200,5011.txt,Master Yi,00:17:25,Team2,twl ten to udělal dobře vychcaně :D,enemy,4,6,2,Loss,0,1.0
201,5011.txt,Lux,00:17:25,Team2,ouai mais c pas super...,enemy,3,7,0,Loss,0,0.43
202,5011.txt,Gragas,00:17:25,All,haha,ally,8,4,6,Win,0,3.5
203,5011.txt,Teemo,00:17:38,Team2,tu rigole c genial tu verrras,enemy,0,6,2,Loss,0,0.33
204,5011.txt,Lux,00:17:38,Team2,et las pk ta pris sa en premier ??,enemy,3,7,0,Loss,0,0.43
205,5011.txt,Akali,00:17:40,Team2,jojo hraje dobre za toh graga,enemy,4,9,2,Loss,0,0.67
206,5011.txt,Master Yi,00:17:51,Team2,all mid !,enemy,4,6,2,Loss,0,1.0
207,5011.txt,Lux,00:17:52,Team2,au pire jou le hibride,enemy,3,7,0,Loss,0,0.43
208,5011.txt,Gragas,00:18:16,Team1,help?,ally,8,4,6,Win,0,3.5
209,5011.txt,Kayle,00:18:21,Team1,Yea,ally,1,1,3,Win,0,4.0
210,5011.txt,Riven,00:18:58,Team1,wtf,offender,13,1,5,Win,1,18.0
211,5011.txt,Lux,00:18:59,Team2,ces nul tes champi font aucun degats ta vu ?,enemy,3,7,0,Loss,0,0.43
212,5011.txt,Riven,00:19:02,All,wtf akali?,offender,13,1,5,Win,1,18.0
213,5011.txt,Teemo,00:19:11,Team2,oui mais c a la fin,enemy,0,6,2,Loss,0,0.33
214,5011.txt,Riven,00:19:12,All,you could kill me,offender,13,1,5,Win,0,18.0
215,5011.txt,Akali,00:19:25,All,kyle will kill e,enemy,4,9,2,Loss,0,0.67
216,5011.txt,Riven,00:19:33,All,yh,offender,13,1,5,Win,0,18.0
217,5011.txt,Akali,00:19:35,All,if i could,enemy,4,9,2,Loss,0,0.67
218,5011.txt,Master Yi,00:19:38,Team2,why no top ? :o,enemy,4,6,2,Loss,0,1.0
219,5011.txt,Akali,00:20:10,Team2,jak me mohla focusovat kdyz se mel W spell,enemy,4,9,2,Loss,0,0.67
220,5011.txt,Lux,00:20:18,Team2,putin !,enemy,3,7,0,Loss,0,0.43
221,5011.txt,Lux,00:20:33,Team2,jou toi ap serieux tu fait rien la --',enemy,3,7,0,Loss,0,0.43
222,5011.txt,Ashe,00:21:19,Team1,KAYLE ??,ally,5,4,8,Win,0,3.25
223,5011.txt,Ashe,00:21:22,Team1,Help ??,ally,5,4,8,Win,0,3.25
224,5011.txt,Riven,00:21:23,Team1,tg,offender,13,1,5,Win,0,18.0
225,5011.txt,Kayle,00:21:29,Team1,T,ally,1,1,3,Win,0,4.0
226,5011.txt,Ashe,00:21:30,Team1,TA MERE TOI FDP peureuc,ally,5,4,8,Win,0,3.25
227,5011.txt,Riven,00:21:32,Team1,t nule,offender,13,1,5,Win,0,18.0
228,5011.txt,Ashe,00:21:33,Team1,peureux,ally,5,4,8,Win,0,3.25
229,5011.txt,Ashe,00:21:35,Team1,chut,ally,5,4,8,Win,0,3.25
230,5011.txt,Ashe,00:21:45,Team1,"c'est rien c'est un jeux .. alors que toi en vrai , ta peur",ally,5,4,8,Win,0,3.25
231,5011.txt,Ashe,00:21:47,Team1,ahahhaa,ally,5,4,8,Win,0,3.25
232,5011.txt,Ashe,00:21:49,Team1,peureuse,ally,5,4,8,Win,0,3.25
233,5011.txt,Riven,00:21:51,Team1,ajahahh,offender,13,1,5,Win,0,18.0
234,5011.txt,Kayle,00:21:52,Team1,"Ashe, it's was your own fault. suicide.",ally,1,1,3,Win,1,4.0
235,5011.txt,Riven,00:22:25,Team1,gg,offender,13,1,5,Win,0,18.0
236,5011.txt,Master Yi,00:22:25,Team2,all mid,enemy,4,6,2,Loss,0,1.0
237,5011.txt,Gragas,00:22:29,Team1,gj,ally,8,4,6,Win,0,3.5
238,5011.txt,Master Yi,00:23:52,Team2,good help sivir,enemy,4,6,2,Loss,0,1.0
239,5011.txt,Master Yi,00:23:54,Team2,good,enemy,4,6,2,Loss,0,1.0
240,5011.txt,Master Yi,00:24:05,Team2,jsou to kokoti,enemy,4,6,2,Loss,0,1.0
241,5011.txt,Master Yi,00:24:09,Team2,to nikdy nevyhrajem s takovím týmem,enemy,4,6,2,Loss,0,1.0
242,5011.txt,Master Yi,00:24:15,Team2,teemo good play,enemy,4,6,2,Loss,0,1.0
243,5011.txt,Master Yi,00:24:19,Team2,and sivir,enemy,4,6,2,Loss,0,1.0
244,5011.txt,Master Yi,00:24:20,Team2,feed !,enemy,4,6,2,Loss,0,1.0
245,5011.txt,Lux,00:24:21,Team2,quoi ??,enemy,3,7,0,Loss,0,0.43
246,5011.txt,Gragas,00:24:22,Team1,gj,ally,8,4,6,Win,0,3.5
247,5011.txt,Garen,00:24:30,Team1,gg,ally,7,1,7,Win,0,14.0
248,5011.txt,Ashe,00:24:34,Team1,gj garen,ally,5,4,8,Win,0,3.25
249,5011.txt,Lux,00:24:37,Team2,l'ulti qui passe pas super --',enemy,3,7,0,Loss,0,0.43
250,5011.txt,Riven,00:24:38,All,easy,offender,13,1,5,Win,0,18.0
251,5011.txt,Akali,00:24:48,All,we will win,enemy,4,9,2,Loss,0,0.67
252,5011.txt,Master Yi,00:24:50,Team2,yes !,enemy,4,6,2,Loss,0,1.0
253,5011.txt,Riven,00:24:53,All,euuh,offender,13,1,5,Win,0,18.0
254,5011.txt,Teemo,00:24:59,Team2,ulti en chocolat,enemy,0,6,2,Loss,0,0.33
255,5011.txt,Akali,00:25:07,All,iven you re noob ou need to be feed to win,enemy,4,9,2,Loss,1,0.67
256,5011.txt,Teemo,00:25:17,Team2,one shot,enemy,0,6,2,Loss,0,0.33
257,5011.txt,Lux,00:25:17,Team2,de qui ?,enemy,3,7,0,Loss,0,0.43
258,5011.txt,Lux,00:25:32,Team2,tu sert a rien en ad,enemy,3,7,0,Loss,0,0.43
259,5011.txt,Teemo,00:25:35,Team2,moi a caause de riven,enemy,0,6,2,Loss,0,0.33
260,5011.txt,Teemo,00:25:50,Team2,nn c que jarrive pas a me stuff a cause de riven,enemy,0,6,2,Loss,0,0.33
261,5011.txt,Lux,00:26:00,Team2,who have feed riven ??,enemy,3,7,0,Loss,0,0.43
262,5011.txt,Akali,00:26:05,Team2,dneska uz to radsi vypnu :D,enemy,4,9,2,Loss,0,0.67
263,5011.txt,Lux,00:26:15,Team2,elle etait ou riven au bot ??,enemy,3,7,0,Loss,0,0.43
264,5011.txt,Teemo,00:26:23,Team2,nn,enemy,0,6,2,Loss,0,0.33
265,5011.txt,Teemo,00:26:28,Team2,jungle,enemy,0,6,2,Loss,0,0.33
266,5011.txt,Master Yi,00:27:09,Team2,ted by sme to mohli dát když pojedem all mid,enemy,4,6,2,Loss,0,1.0
267,5011.txt,Gragas,00:27:13,Team1,gj,ally,8,4,6,Win,0,3.5
268,5011.txt,Ashe,00:27:14,Team1,gj garen,ally,5,4,8,Win,0,3.25
269,5011.txt,Kayle,00:27:18,Team1,Gj mate,ally,1,1,3,Win,0,4.0
270,5011.txt,Garen,00:27:25,Team1,;),ally,7,1,7,Win,0,14.0
271,5011.txt,Master Yi,00:27:28,Team2,dobře !,enemy,4,6,2,Loss,0,1.0
272,5011.txt,Riven,00:27:28,All,gg,offender,13,1,5,Win,0,18.0
273,5011.txt,Lux,00:27:47,Team2,ya quelqun qui la feed c'est pas possible,enemy,3,7,0,Loss,0,0.43
274,5011.txt,Akali,00:27:55,Team2,lux reort,enemy,4,9,2,Loss,0,0.67
275,5011.txt,Akali,00:27:58,Team2,repot,enemy,4,9,2,Loss,0,0.67
